adjustment_id,store_id,product_id,employee_id,approving_manager_id,adjustment_datetime,adjustment_type,quantity_before,adjustment_quantity,quantity_after,adjustment_value,reason,reference_document,flagged,flag_reason
ADJ-0000900,PH-004,PRD-00174,EMP-0084,EMP-0067,2026-07-24 15:00:00,Shrinkage,56,-1,55,-30.28,Shrinkage,,False,
ADJ-0000901,PH-004,PRD-00613,EMP-0070,EMP-0079,2026-07-16 21:00:00,Shrinkage,70,-1,69,-24.81,Shrinkage,,False,
ADJ-0000902,PH-004,PRD-00179,EMP-0075,EMP-0078,2026-07-09 12:00:00,Cycle Count,54,2,56,68.64,Cycle Count,,False,
ADJ-0000903,PH-004,PRD-00372,EMP-0083,EMP-0079,2026-07-29 18:00:00,Expiration,50,1,51,8.1,Expiration,,False,
ADJ-0000904,PH-004,PRD-00549,EMP-0081,EMP-0068,2026-07-27 12:00:00,Shrinkage,39,-1,38,-9.69,Shrinkage,,False,
ADJ-0000905,PH-004,PRD-00602,EMP-0076,EMP-0067,2026-07-10 19:00:00,Shrinkage,46,-2,44,-23.68,Shrinkage,,False,
ADJ-0000906,PH-004,PRD-00188,EMP-0079,EMP-0068,2026-07-29 15:00:00,Cycle Count,1,2,3,26.78,Cycle Count,,False,
ADJ-0000907,PH-004,PRD-00438,EMP-0079,EMP-0079,2026-07-17 20:00:00,Shrinkage,72,-3,69,-99.87,Shrinkage,,False,
ADJ-0000908,PH-004,PRD-00688,EMP-0077,EMP-0067,2026-07-14 16:00:00,Cycle Count,1,3,4,86.73,Cycle Count,,False,
ADJ-0000909,PH-004,PRD-00146,EMP-0067,EMP-0067,2026-07-23 20:00:00,Shrinkage,10,-2,8,-43.62,Shrinkage,,False,
ADJ-0000910,PH-004,PRD-00120,EMP-0071,EMP-0069,2026-07-22 13:00:00,Cycle Count,93,3,96,64.47,Cycle Count,,False,
ADJ-0000911,PH-004,PRD-00493,EMP-0072,EMP-0068,2026-07-11 14:00:00,Cycle Count,94,1,95,10.9,Cycle Count,,False,
ADJ-0000912,PH-004,PRD-00564,EMP-0078,EMP-0069,2026-07-03 11:00:00,Shrinkage,69,-3,66,-20.73,Shrinkage,,False,
ADJ-0000913,PH-004,PRD-00649,EMP-0086,EMP-0068,2026-07-24 20:00:00,Shrinkage,39,-2,37,-14.16,Shrinkage,,False,
ADJ-0000914,PH-004,PRD-00695,EMP-0075,EMP-0079,2026-07-03 17:00:00,Shrinkage,15,-2,13,-4.96,Shrinkage,,False,
ADJ-0000915,PH-004,PRD-00014,EMP-0081,EMP-0078,2026-07-17 18:00:00,Cycle Count,70,1,71,19.67,Cycle Count,,False,
ADJ-0000916,PH-004,PRD-00290,EMP-0078,EMP-0079,2026-07-24 13:00:00,Cycle Count,32,2,34,23.82,Cycle Count,,False,
ADJ-0000917,PH-004,PRD-00028,EMP-0072,EMP-0069,2026-07-11 08:00:00,Shrinkage,41,-2,39,-47.58,Shrinkage,,False,
ADJ-0000918,PH-004,PRD-00238,EMP-0087,EMP-0068,2026-07-28 20:00:00,Shrinkage,59,-1,58,-5.27,Shrinkage,,False,
ADJ-0000919,PH-004,PRD-00089,EMP-0073,EMP-0078,2026-07-09 13:00:00,Cycle Count,48,3,51,90.54,Cycle Count,,False,
ADJ-0000920,PH-004,PRD-00242,EMP-0082,EMP-0078,2026-07-10 17:00:00,Cycle Count,9,1,10,13.62,Cycle Count,,False,
ADJ-0000921,PH-004,PRD-00186,EMP-0078,EMP-0078,2026-07-25 20:00:00,Shrinkage,77,-3,74,-75.15,Shrinkage,,False,
ADJ-0000922,PH-004,PRD-00681,EMP-0082,EMP-0069,2026-07-13 19:00:00,Cycle Count,4,1,5,31.3,Cycle Count,,False,
ADJ-0000923,PH-004,PRD-00211,EMP-0081,EMP-0079,2026-07-20 10:00:00,Shrinkage,11,-2,9,-55.12,Shrinkage,,False,
ADJ-0000924,PH-004,PRD-00203,EMP-0077,EMP-0069,2026-07-20 17:00:00,Cycle Count,87,1,88,5.34,Cycle Count,,False,
ADJ-0000925,PH-004,PRD-00707,EMP-0081,EMP-0069,2026-07-17 20:00:00,Cycle Count,54,2,56,63.38,Cycle Count,,False,
ADJ-0000926,PH-004,PRD-00033,EMP-0068,EMP-0079,2026-07-09 17:00:00,Shrinkage,46,-3,43,-94.44,Shrinkage,,False,
ADJ-0000927,PH-004,PRD-00009,EMP-0067,EMP-0067,2026-07-25 08:00:00,Cycle Count,6,2,8,37.74,Cycle Count,,False,
ADJ-0000928,PH-004,PRD-00721,EMP-0078,EMP-0079,2026-07-15 13:00:00,Cycle Count,84,2,86,38.44,Cycle Count,,False,
ADJ-0000929,PH-004,PRD-00259,EMP-0072,EMP-0068,2026-07-10 17:00:00,Shrinkage,1,-1,0,-26.84,Shrinkage,,False,
ADJ-0000930,PH-004,PRD-00645,EMP-0081,EMP-0068,2026-07-04 13:00:00,Shrinkage,26,-2,24,-11.0,Shrinkage,,False,
ADJ-0000931,PH-004,PRD-00169,EMP-0071,EMP-0079,2026-07-31 19:00:00,Shrinkage,59,-2,57,-4.48,Shrinkage,,False,
ADJ-0000932,PH-004,PRD-00379,EMP-0086,EMP-0067,2026-07-05 13:00:00,Shrinkage,34,-3,31,-20.34,Shrinkage,,False,
ADJ-0000933,PH-004,PRD-00752,EMP-0071,EMP-0079,2026-07-01 16:00:00,Shrinkage,47,-1,46,-27.73,Shrinkage,,False,
ADJ-0000934,PH-004,PRD-00295,EMP-0070,EMP-0079,2026-07-12 11:00:00,Expiration,85,3,88,63.27,Expiration,,True,Expired inventory
ADJ-0000935,PH-004,PRD-00498,EMP-0087,EMP-0069,2026-07-12 08:00:00,Cycle Count,88,1,89,14.6,Cycle Count,,False,
ADJ-0000936,PH-004,PRD-00383,EMP-0075,EMP-0069,2026-07-08 19:00:00,Cycle Count,30,2,32,41.68,Cycle Count,,False,
ADJ-0000937,PH-004,PRD-00345,EMP-0073,EMP-0068,2026-07-19 17:00:00,Shrinkage,86,-2,84,-5.46,Shrinkage,,False,
ADJ-0000938,PH-004,PRD-00344,EMP-0085,EMP-0079,2026-07-17 14:00:00,Shrinkage,30,-1,29,-22.47,Shrinkage,,False,
ADJ-0000939,PH-004,PRD-00577,EMP-0079,EMP-0067,2026-07-01 21:00:00,Shrinkage,94,-3,91,-12.93,Shrinkage,,False,
ADJ-0000940,PH-004,PRD-00543,EMP-0079,EMP-0067,2026-07-22 08:00:00,Expiration,4,1,5,2.04,Expiration,,True,Expired inventory
ADJ-0000941,PH-004,PRD-00408,EMP-0078,EMP-0078,2026-07-15 10:00:00,Cycle Count,44,2,46,11.76,Cycle Count,,False,
ADJ-0000942,PH-004,PRD-00005,EMP-0083,EMP-0068,2026-07-13 16:00:00,Cycle Count,63,2,65,4.22,Cycle Count,,False,
ADJ-0000943,PH-004,PRD-00651,EMP-0077,EMP-0068,2026-07-02 19:00:00,Shrinkage,82,-1,81,-13.56,Shrinkage,,True,Expired inventory
ADJ-0000944,PH-004,PRD-00366,EMP-0078,EMP-0068,2026-07-18 19:00:00,Shrinkage,33,-2,31,-18.5,Shrinkage,,False,
ADJ-0000945,PH-004,PRD-00608,EMP-0086,EMP-0069,2026-07-01 15:00:00,Shrinkage,66,-3,63,-74.31,Shrinkage,,False,
ADJ-0000946,PH-004,PRD-00733,EMP-0069,EMP-0079,2026-07-03 16:00:00,Shrinkage,51,-2,49,-64.38,Shrinkage,,False,
ADJ-0000947,PH-004,PRD-00127,EMP-0086,EMP-0078,2026-07-09 14:00:00,Shrinkage,89,-1,88,-34.13,Shrinkage,,False,
ADJ-0000948,PH-004,PRD-00515,EMP-0067,EMP-0078,2026-07-26 16:00:00,Shrinkage,24,-2,22,-7.7,Shrinkage,,False,
ADJ-0000949,PH-004,PRD-00390,EMP-0070,EMP-0078,2026-07-09 09:00:00,Cycle Count,76,1,77,9.3,Cycle Count,,False,
ADJ-0000950,PH-004,PRD-00524,EMP-0074,EMP-0079,2026-07-10 10:00:00,Shrinkage,99,-1,98,-17.24,Shrinkage,,False,
ADJ-0000951,PH-004,PRD-00385,EMP-0087,EMP-0067,2026-07-16 21:00:00,Cycle Count,30,3,33,99.72,Cycle Count,,False,
ADJ-0000952,PH-004,PRD-00675,EMP-0067,EMP-0067,2026-07-05 18:00:00,Cycle Count,73,1,74,31.02,Cycle Count,,False,
ADJ-0000953,PH-004,PRD-00228,EMP-0087,EMP-0069,2026-07-11 13:00:00,Expiration,96,3,99,36.24,Expiration,,False,
ADJ-0000954,PH-004,PRD-00444,EMP-0088,EMP-0067,2026-07-28 18:00:00,Cycle Count,96,2,98,46.84,Cycle Count,,False,
ADJ-0000955,PH-004,PRD-00263,EMP-0079,EMP-0079,2026-07-18 15:00:00,Shrinkage,72,-1,71,-17.47,Shrinkage,,False,
ADJ-0000956,PH-004,PRD-00796,EMP-0074,EMP-0069,2026-07-22 11:00:00,Expiration,20,3,23,31.56,Expiration,,False,
ADJ-0000957,PH-004,PRD-00272,EMP-0086,EMP-0079,2026-07-14 15:00:00,Cycle Count,12,2,14,63.24,Cycle Count,,False,
ADJ-0000958,PH-004,PRD-00457,EMP-0076,EMP-0067,2026-07-06 17:00:00,Shrinkage,16,-2,14,-68.18,Shrinkage,,False,
ADJ-0000959,PH-004,PRD-00038,EMP-0082,EMP-0078,2026-07-14 17:00:00,Shrinkage,40,-3,37,-79.68,Shrinkage,,True,Expired inventory
ADJ-0000960,PH-004,PRD-00421,EMP-0086,EMP-0068,2026-07-08 15:00:00,Expiration,17,1,18,9.97,Expiration,,True,Expired inventory
ADJ-0000961,PH-004,PRD-00405,EMP-0069,EMP-0079,2026-07-01 12:00:00,Shrinkage,42,-1,41,-6.67,Shrinkage,,False,
ADJ-0000962,PH-004,PRD-00640,EMP-0073,EMP-0069,2026-07-24 10:00:00,Cycle Count,11,3,14,36.51,Cycle Count,,False,
ADJ-0000963,PH-004,PRD-00607,EMP-0069,EMP-0069,2026-07-30 10:00:00,Cycle Count,31,3,34,52.11,Cycle Count,,False,
ADJ-0000964,PH-004,PRD-00469,EMP-0072,EMP-0079,2026-07-04 10:00:00,Shrinkage,63,-2,61,-14.34,Shrinkage,,False,
ADJ-0000965,PH-004,PRD-00537,EMP-0088,EMP-0079,2026-07-26 13:00:00,Cycle Count,24,1,25,9.44,Cycle Count,,False,
ADJ-0000966,PH-004,PRD-00692,EMP-0086,EMP-0079,2026-07-02 08:00:00,Shrinkage,17,-3,14,-18.42,Shrinkage,,True,Expired inventory
ADJ-0000967,PH-004,PRD-00147,EMP-0075,EMP-0078,2026-07-17 14:00:00,Cycle Count,88,1,89,17.04,Cycle Count,,False,
ADJ-0000968,PH-004,PRD-00610,EMP-0087,EMP-0068,2026-07-09 10:00:00,Cycle Count,86,3,89,8.25,Cycle Count,,False,
ADJ-0000969,PH-004,PRD-00462,EMP-0082,EMP-0069,2026-07-26 16:00:00,Shrinkage,4,-2,2,-4.94,Shrinkage,,False,
ADJ-0000970,PH-004,PRD-00505,EMP-0084,EMP-0067,2026-07-01 17:00:00,Shrinkage,70,-2,68,-43.76,Shrinkage,,False,
ADJ-0000971,PH-004,PRD-00121,EMP-0071,EMP-0079,2026-07-09 18:00:00,Cycle Count,68,1,69,12.36,Cycle Count,,False,
ADJ-0000972,PH-004,PRD-00407,EMP-0088,EMP-0068,2026-07-23 13:00:00,Expiration,64,2,66,39.62,Expiration,,True,Expired inventory
ADJ-0000973,PH-004,PRD-00319,EMP-0071,EMP-0069,2026-07-22 16:00:00,Cycle Count,18,1,19,28.34,Cycle Count,,False,
ADJ-0000974,PH-004,PRD-00018,EMP-0081,EMP-0078,2026-07-07 12:00:00,Shrinkage,25,-1,24,-7.59,Shrinkage,,False,
ADJ-0000975,PH-004,PRD-00749,EMP-0068,EMP-0078,2026-07-24 14:00:00,Shrinkage,61,-2,59,-28.22,Shrinkage,,False,
ADJ-0000976,PH-004,PRD-00516,EMP-0083,EMP-0078,2026-07-17 20:00:00,Cycle Count,93,1,94,16.03,Cycle Count,,False,
ADJ-0000977,PH-004,PRD-00772,EMP-0084,EMP-0067,2026-07-13 09:00:00,Cycle Count,33,3,36,60.69,Cycle Count,,False,
ADJ-0000978,PH-004,PRD-00310,EMP-0068,EMP-0067,2026-07-06 14:00:00,Shrinkage,74,-1,73,-15.24,Shrinkage,,False,
ADJ-0000979,PH-004,PRD-00480,EMP-0086,EMP-0068,2026-07-27 20:00:00,Shrinkage,74,-2,72,-48.32,Shrinkage,,False,
ADJ-0000980,PH-004,PRD-00800,EMP-0082,EMP-0067,2026-07-15 20:00:00,Shrinkage,63,-3,60,-101.94,Shrinkage,,False,
ADJ-0000981,PH-004,PRD-00603,EMP-0070,EMP-0078,2026-07-12 10:00:00,Shrinkage,90,-3,87,-86.46,Shrinkage,,False,
ADJ-0000982,PH-004,PRD-00015,EMP-0085,EMP-0079,2026-07-08 18:00:00,Cycle Count,44,3,47,27.9,Cycle Count,,False,
ADJ-0000983,PH-004,PRD-00759,EMP-0079,EMP-0067,2026-07-04 16:00:00,Shrinkage,38,-1,37,-32.45,Shrinkage,,False,
ADJ-0000984,PH-004,PRD-00306,EMP-0076,EMP-0069,2026-07-03 17:00:00,Cycle Count,11,3,14,22.5,Cycle Count,,False,
ADJ-0000985,PH-004,PRD-00199,EMP-0078,EMP-0078,2026-07-05 11:00:00,Cycle Count,20,1,21,9.91,Cycle Count,,False,
ADJ-0000986,PH-004,PRD-00193,EMP-0075,EMP-0069,2026-07-06 10:00:00,Shrinkage,31,-2,29,-7.9,Shrinkage,,True,Expired inventory
ADJ-0000987,PH-004,PRD-00348,EMP-0077,EMP-0069,2026-07-25 12:00:00,Cycle Count,24,2,26,51.7,Cycle Count,,False,
ADJ-0000988,PH-004,PRD-00684,EMP-0077,EMP-0068,2026-07-17 21:00:00,Cycle Count,83,1,84,14.09,Cycle Count,,False,
ADJ-0000989,PH-004,PRD-00452,EMP-0070,EMP-0079,2026-07-15 20:00:00,Shrinkage,7,-3,4,-46.02,Shrinkage,,False,
ADJ-0000990,PH-004,PRD-00754,EMP-0088,EMP-0068,2026-07-14 10:00:00,Cycle Count,5,3,8,6.96,Cycle Count,,False,
ADJ-0000991,PH-004,PRD-00635,EMP-0071,EMP-0078,2026-07-09 10:00:00,Shrinkage,3,-1,2,-34.74,Shrinkage,,False,
ADJ-0000992,PH-004,PRD-00428,EMP-0084,EMP-0069,2026-07-29 13:00:00,Cycle Count,77,1,78,20.72,Cycle Count,,False,
ADJ-0000993,PH-004,PRD-00178,EMP-0075,EMP-0078,2026-07-01 19:00:00,Cycle Count,5,2,7,31.9,Cycle Count,,False,
ADJ-0000994,PH-004,PRD-00703,EMP-0068,EMP-0067,2026-07-20 14:00:00,Expiration,100,1,101,3.01,Expiration,,False,
ADJ-0000995,PH-004,PRD-00715,EMP-0080,EMP-0067,2026-07-28 16:00:00,Cycle Count,63,3,66,93.18,Cycle Count,,False,
ADJ-0000996,PH-004,PRD-00167,EMP-0088,EMP-0069,2026-07-25 08:00:00,Shrinkage,62,-1,61,-20.45,Shrinkage,,False,
ADJ-0000997,PH-004,PRD-00663,EMP-0077,EMP-0069,2026-07-07 09:00:00,Shrinkage,62,-2,60,-27.58,Shrinkage,,False,
ADJ-0000998,PH-004,PRD-00677,EMP-0084,EMP-0078,2026-07-22 20:00:00,Shrinkage,52,-3,49,-59.82,Shrinkage,,False,
ADJ-0000999,PH-004,PRD-00518,EMP-0081,EMP-0068,2026-07-24 09:00:00,Cycle Count,17,1,18,18.49,Cycle Count,,False,
ADJ-0001000,PH-004,PRD-00216,EMP-0075,EMP-0079,2026-07-15 15:00:00,Shrinkage,85,-3,82,-22.02,Shrinkage,,False,
ADJ-0001001,PH-004,PRD-00378,EMP-0067,EMP-0078,2026-07-21 20:00:00,Shrinkage,93,-3,90,-86.13,Shrinkage,,False,
ADJ-0001002,PH-004,PRD-00463,EMP-0083,EMP-0068,2026-07-26 18:00:00,Shrinkage,39,-3,36,-84.57,Shrinkage,,False,
ADJ-0001003,PH-004,PRD-00584,EMP-0080,EMP-0078,2026-07-31 19:00:00,Shrinkage,93,-3,90,-40.65,Shrinkage,,False,
ADJ-0001004,PH-004,PRD-00168,EMP-0086,EMP-0068,2026-07-14 08:00:00,Shrinkage,79,-2,77,-30.04,Shrinkage,,False,
ADJ-0001005,PH-004,PRD-00177,EMP-0085,EMP-0068,2026-07-01 14:00:00,Shrinkage,77,-1,76,-11.75,Shrinkage,,False,
ADJ-0001006,PH-004,PRD-00087,EMP-0075,EMP-0067,2026-07-10 13:00:00,Shrinkage,78,-3,75,-12.51,Shrinkage,,False,
ADJ-0001007,PH-004,PRD-00063,EMP-0078,EMP-0069,2026-07-04 21:00:00,Shrinkage,76,-3,73,-11.01,Shrinkage,,False,
ADJ-0001008,PH-004,PRD-00163,EMP-0080,EMP-0067,2026-07-31 18:00:00,Shrinkage,40,-3,37,-69.03,Shrinkage,,True,Expired inventory
ADJ-0001009,PH-004,PRD-00491,EMP-0084,EMP-0079,2026-07-05 10:00:00,Cycle Count,27,1,28,12.6,Cycle Count,,False,
ADJ-0001010,PH-004,PRD-00392,EMP-0086,EMP-0079,2026-07-13 09:00:00,Shrinkage,43,-3,40,-40.83,Shrinkage,,False,
ADJ-0001011,PH-004,PRD-00596,EMP-0072,EMP-0067,2026-07-21 21:00:00,Shrinkage,90,-1,89,-11.86,Shrinkage,,False,
ADJ-0001012,PH-004,PRD-00062,EMP-0081,EMP-0067,2026-07-05 10:00:00,Shrinkage,50,-1,49,-14.47,Shrinkage,,False,
ADJ-0001013,PH-004,PRD-00690,EMP-0073,EMP-0068,2026-07-24 15:00:00,Cycle Count,98,1,99,31.2,Cycle Count,,False,
ADJ-0001014,PH-004,PRD-00241,EMP-0080,EMP-0067,2026-07-30 18:00:00,Cycle Count,49,2,51,54.18,Cycle Count,,False,
ADJ-0001015,PH-004,PRD-00234,EMP-0082,EMP-0079,2026-07-18 15:00:00,Cycle Count,32,1,33,16.33,Cycle Count,,False,
ADJ-0001016,PH-004,PRD-00226,EMP-0088,EMP-0067,2026-07-15 18:00:00,Expiration,38,0,38,0.0,Expiration,,False,
ADJ-0001017,PH-004,PRD-00766,EMP-0070,EMP-0069,2026-07-05 12:00:00,Expiration,95,3,98,39.66,Expiration,,False,
ADJ-0001018,PH-004,PRD-00530,EMP-0067,EMP-0068,2026-07-22 17:00:00,Shrinkage,29,-1,28,-4.05,Shrinkage,,False,
ADJ-0001019,PH-004,PRD-00141,EMP-0087,EMP-0079,2026-07-05 08:00:00,Shrinkage,35,-2,33,-51.32,Shrinkage,,False,
ADJ-0001020,PH-004,PRD-00724,EMP-0073,EMP-0069,2026-07-27 13:00:00,Shrinkage,97,-1,96,-20.37,Shrinkage,,False,
ADJ-0001021,PH-004,PRD-00453,EMP-0087,EMP-0068,2026-07-12 20:00:00,Shrinkage,17,-1,16,-31.39,Shrinkage,,False,
ADJ-0001022,PH-004,PRD-00616,EMP-0081,EMP-0068,2026-07-23 17:00:00,Cycle Count,76,2,78,64.94,Cycle Count,,False,
ADJ-0001023,PH-004,PRD-00624,EMP-0086,EMP-0078,2026-07-29 14:00:00,Shrinkage,78,-1,77,-18.71,Shrinkage,,False,
ADJ-0001024,PH-004,PRD-00246,EMP-0086,EMP-0068,2026-07-22 21:00:00,Cycle Count,9,2,11,17.98,Cycle Count,,False,
ADJ-0001025,PH-004,PRD-00499,EMP-0082,EMP-0069,2026-07-12 19:00:00,Shrinkage,35,-1,34,-21.93,Shrinkage,,False,
ADJ-0001026,PH-004,PRD-00783,EMP-0077,EMP-0078,2026-07-21 21:00:00,Cycle Count,33,2,35,44.0,Cycle Count,,False,
ADJ-0001027,PH-004,PRD-00068,EMP-0069,EMP-0067,2026-07-10 19:00:00,Cycle Count,37,2,39,41.9,Cycle Count,,False,
ADJ-0001028,PH-004,PRD-00022,EMP-0076,EMP-0078,2026-07-30 19:00:00,Shrinkage,85,-1,84,-9.47,Shrinkage,,False,
ADJ-0001029,PH-004,PRD-00154,EMP-0070,EMP-0069,2026-07-21 15:00:00,Shrinkage,52,-2,50,-6.78,Shrinkage,,False,
ADJ-0001030,PH-004,PRD-00250,EMP-0087,EMP-0079,2026-07-21 11:00:00,Shrinkage,72,-3,69,-7.08,Shrinkage,,False,
ADJ-0001031,PH-004,PRD-00059,EMP-0082,EMP-0067,2026-07-17 09:00:00,Cycle Count,60,1,61,10.9,Cycle Count,,False,
ADJ-0001032,PH-004,PRD-00083,EMP-0079,EMP-0067,2026-07-17 09:00:00,Shrinkage,8,-1,7,-10.98,Shrinkage,,False,
ADJ-0001033,PH-004,PRD-00026,EMP-0086,EMP-0067,2026-07-11 17:00:00,Cycle Count,11,2,13,58.62,Cycle Count,,False,
ADJ-0001034,PH-004,PRD-00065,EMP-0081,EMP-0069,2026-07-11 09:00:00,Cycle Count,96,1,97,4.15,Cycle Count,,False,
ADJ-0001035,PH-004,PRD-00165,EMP-0088,EMP-0069,2026-07-03 15:00:00,Cycle Count,51,3,54,64.8,Cycle Count,,False,
ADJ-0001036,PH-004,PRD-00481,EMP-0070,EMP-0078,2026-07-01 18:00:00,Shrinkage,82,-2,80,-8.52,Shrinkage,,False,
ADJ-0001037,PH-004,PRD-00426,EMP-0073,EMP-0069,2026-07-09 08:00:00,Shrinkage,16,-3,13,-55.41,Shrinkage,,False,
ADJ-0001038,PH-005,PRD-00169,EMP-0106,EMP-0090,2026-07-22 11:00:00,Cycle Count,24,3,27,6.72,Cycle Count,,False,
ADJ-0001039,PH-005,PRD-00246,EMP-0109,EMP-0090,2026-07-21 16:00:00,Cycle Count,68,3,71,26.97,Cycle Count,,False,
ADJ-0001040,PH-005,PRD-00038,EMP-0095,EMP-0101,2026-07-19 10:00:00,Cycle Count,8,3,11,79.68,Cycle Count,,False,
ADJ-0001041,PH-005,PRD-00211,EMP-0094,EMP-0090,2026-07-24 11:00:00,Shrinkage,23,-1,22,-27.56,Shrinkage,,False,
ADJ-0001042,PH-005,PRD-00104,EMP-0102,EMP-0089,2026-07-02 21:00:00,Cycle Count,9,2,11,2.46,Cycle Count,,False,
ADJ-0001043,PH-005,PRD-00381,EMP-0101,EMP-0090,2026-07-04 08:00:00,Shrinkage,54,-3,51,-6.15,Shrinkage,,False,
ADJ-0001044,PH-005,PRD-00553,EMP-0104,EMP-0100,2026-07-07 12:00:00,Cycle Count,0,1,1,33.47,Cycle Count,,False,
ADJ-0001045,PH-005,PRD-00789,EMP-0104,EMP-0091,2026-07-12 12:00:00,Cycle Count,59,1,60,14.13,Cycle Count,,False,
ADJ-0001046,PH-005,PRD-00726,EMP-0100,EMP-0090,2026-07-28 12:00:00,Cycle Count,56,1,57,1.24,Cycle Count,,False,
ADJ-0001047,PH-005,PRD-00230,EMP-0099,EMP-0101,2026-07-24 16:00:00,Cycle Count,61,3,64,71.01,Cycle Count,,False,
ADJ-0001048,PH-005,PRD-00429,EMP-0100,EMP-0090,2026-07-03 14:00:00,Cycle Count,10,3,13,54.39,Cycle Count,,False,
ADJ-0001049,PH-005,PRD-00637,EMP-0098,EMP-0090,2026-07-18 15:00:00,Cycle Count,69,3,72,9.09,Cycle Count,,False,
ADJ-0001050,PH-005,PRD-00265,EMP-0093,EMP-0101,2026-07-30 12:00:00,Shrinkage,67,-11,56,-198.77,Shrinkage,,True,Large variance
ADJ-0001051,PH-005,PRD-00409,EMP-0098,EMP-0101,2026-07-08 13:00:00,Cycle Count,47,1,48,30.89,Cycle Count,,False,
ADJ-0001052,PH-005,PRD-00277,EMP-0108,EMP-0101,2026-07-20 16:00:00,Cycle Count,4,2,6,58.94,Cycle Count,,False,
ADJ-0001053,PH-005,PRD-00798,EMP-0099,EMP-0101,2026-07-29 11:00:00,Cycle Count,60,2,62,3.88,Cycle Count,,False,
ADJ-0001054,PH-005,PRD-00234,EMP-0093,EMP-0090,2026-07-17 11:00:00,Shrinkage,91,-1,90,-16.33,Shrinkage,,False,
ADJ-0001055,PH-005,PRD-00584,EMP-0110,EMP-0100,2026-07-10 13:00:00,Shrinkage,9,-9,0,-121.95,Shrinkage,,True,Large variance
ADJ-0001056,PH-005,PRD-00516,EMP-0110,EMP-0089,2026-07-06 14:00:00,Cycle Count,90,3,93,48.09,Cycle Count,,False,
ADJ-0001057,PH-005,PRD-00549,EMP-0090,EMP-0090,2026-07-30 14:00:00,Shrinkage,15,-3,12,-29.07,Shrinkage,,False,
ADJ-0001058,PH-005,PRD-00371,EMP-0098,EMP-0101,2026-07-12 16:00:00,Shrinkage,59,-1,58,-15.59,Shrinkage,,False,
ADJ-0001059,PH-005,PRD-00541,EMP-0094,EMP-0101,2026-07-03 10:00:00,Cycle Count,44,1,45,21.78,Cycle Count,,False,
ADJ-0001060,PH-005,PRD-00698,EMP-0100,EMP-0090,2026-07-22 12:00:00,Cycle Count,12,1,13,25.07,Cycle Count,,False,
ADJ-0001061,PH-005,PRD-00503,EMP-0095,EMP-0101,2026-07-24 12:00:00,Shrinkage,14,-14,0,-12.88,Shrinkage,,True,Large variance
ADJ-0001062,PH-005,PRD-00198,EMP-0105,EMP-0090,2026-07-02 13:00:00,Cycle Count,40,3,43,102.48,Cycle Count,,False,
ADJ-0001063,PH-005,PRD-00537,EMP-0103,EMP-0101,2026-07-09 21:00:00,Shrinkage,7,-6,1,-56.64,Shrinkage,,True,Large variance
ADJ-0001064,PH-005,PRD-00748,EMP-0101,EMP-0089,2026-07-06 13:00:00,Cycle Count,9,2,11,53.6,Cycle Count,,False,
ADJ-0001065,PH-005,PRD-00604,EMP-0097,EMP-0100,2026-07-25 10:00:00,Shrinkage,40,-20,20,-602.0,Shrinkage,,True,Large variance
ADJ-0001066,PH-005,PRD-00063,EMP-0101,EMP-0100,2026-07-16 14:00:00,Shrinkage,50,-2,48,-7.34,Shrinkage,,False,
ADJ-0001067,PH-005,PRD-00287,EMP-0093,EMP-0089,2026-07-28 18:00:00,Shrinkage,93,-1,92,-7.45,Shrinkage,,False,
ADJ-0001068,PH-005,PRD-00177,EMP-0095,EMP-0089,2026-07-09 21:00:00,Shrinkage,44,-3,41,-35.25,Shrinkage,,False,
ADJ-0001069,PH-005,PRD-00290,EMP-0105,EMP-0090,2026-07-17 21:00:00,Shrinkage,62,-2,60,-23.82,Shrinkage,,False,
ADJ-0001070,PH-005,PRD-00619,EMP-0101,EMP-0090,2026-07-08 16:00:00,Cycle Count,11,3,14,49.56,Cycle Count,,False,
ADJ-0001071,PH-005,PRD-00264,EMP-0108,EMP-0091,2026-07-18 19:00:00,Shrinkage,39,-1,38,-2.41,Shrinkage,,False,
ADJ-0001072,PH-005,PRD-00642,EMP-0104,EMP-0101,2026-07-20 17:00:00,Shrinkage,89,-2,87,-66.18,Shrinkage,,False,
ADJ-0001073,PH-005,PRD-00124,EMP-0102,EMP-0089,2026-07-02 17:00:00,Cycle Count,30,1,31,19.99,Cycle Count,,False,
ADJ-0001074,PH-005,PRD-00213,EMP-0089,EMP-0090,2026-07-22 11:00:00,Cycle Count,36,1,37,15.86,Cycle Count,,False,
ADJ-0001075,PH-005,PRD-00796,EMP-0096,EMP-0100,2026-07-05 17:00:00,Shrinkage,67,-1,66,-10.52,Shrinkage,,False,
ADJ-0001076,PH-005,PRD-00377,EMP-0103,EMP-0100,2026-07-09 19:00:00,Cycle Count,77,2,79,54.02,Cycle Count,,False,
ADJ-0001077,PH-005,PRD-00560,EMP-0103,EMP-0101,2026-07-25 13:00:00,Cycle Count,57,3,60,53.88,Cycle Count,,False,
ADJ-0001078,PH-005,PRD-00612,EMP-0109,EMP-0089,2026-07-30 14:00:00,Shrinkage,51,-3,48,-99.6,Shrinkage,,False,
ADJ-0001079,PH-005,PRD-00007,EMP-0101,EMP-0089,2026-07-01 18:00:00,Cycle Count,53,3,56,49.35,Cycle Count,,False,
